id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
UCKL1	1	0.26882	0.26846	0.570848	586	0	-0.99558	0.73118	0.7311	0.767594	1699	0	-0.99558
GGPS1	1	0.26882	0.26846	0.570848	587	0	-0.99558	0.73118	0.7311	0.767594	1700	0	-0.99558
FAM71B	1	0.26882	0.26846	0.570848	588	0	-0.99558	0.73118	0.7311	0.767594	1709	0	-0.99558
PDP1	1	0.26882	0.26846	0.570848	589	0	-0.99558	0.73118	0.7311	0.767594	1710	0	-0.99558
CXorf61	1	0.26882	0.26846	0.570848	590	0	-0.99558	0.73118	0.7311	0.767594	1708	0	-0.99558
SSBP1	1	0.26882	0.26846	0.570848	591	0	-0.99558	0.73118	0.7311	0.767594	1682	0	-0.99558
CATSPER3	1	0.26882	0.26846	0.570848	592	0	-0.99558	0.73118	0.7311	0.767594	1687	0	-0.99558
STAU2	1	0.26882	0.26846	0.570848	593	0	-0.99558	0.73118	0.7311	0.767594	1684	0	-0.99558
SLC5A5	1	0.26882	0.26846	0.570848	594	0	-0.99558	0.73118	0.7311	0.767594	1681	0	-0.99558
NCR3	1	0.26882	0.26846	0.570848	595	0	-0.99558	0.73118	0.7311	0.767594	1686	0	-0.99558
PLA2G2E	1	0.26882	0.26846	0.570848	596	0	-0.99558	0.73118	0.7311	0.767594	1707	0	-0.99558
LMAN2	1	0.26882	0.26846	0.570848	597	0	-0.99558	0.73118	0.7311	0.767594	1688	0	-0.99558
MYD88	1	0.26882	0.26846	0.570848	598	0	-0.99558	0.73118	0.7311	0.767594	1685	0	-0.99558
PTCHD4	1	0.26882	0.26846	0.570848	599	0	-0.99558	0.73118	0.7311	0.767594	1722	0	-0.99558
C1orf144	1	0.26882	0.26846	0.570848	600	0	-0.99558	0.73118	0.7311	0.767594	1723	0	-0.99558
RP11-178D12.1	1	0.26882	0.26846	0.570848	601	0	-0.99558	0.73118	0.7311	0.767594	1724	0	-0.99558
KLHL9	1	0.26882	0.26846	0.570848	602	0	-0.99558	0.73118	0.7311	0.767594	1725	0	-0.99558
SLFN13	1	0.26882	0.26846	0.570848	603	0	-0.99558	0.73118	0.7311	0.767594	1726	0	-0.99558
ALKBH4	1	0.26882	0.26846	0.570848	604	0	-0.99558	0.73118	0.7311	0.767594	1727	0	-0.99558
CNP	1	0.26882	0.26846	0.570848	605	0	-0.99558	0.73118	0.7311	0.767594	1728	0	-0.99558
E2F1	1	0.26882	0.26846	0.570848	606	0	-0.99558	0.73118	0.7311	0.767594	1729	0	-0.99558
SCGB1D1	1	0.26882	0.26846	0.570848	607	0	-0.99558	0.73118	0.7311	0.767594	1637	0	-0.99558
ABHD2	1	0.26882	0.26846	0.570848	608	0	-0.99558	0.73118	0.7311	0.767594	1635	0	-0.99558
GABRG2	1	0.26882	0.26846	0.570848	609	0	-0.99558	0.73118	0.7311	0.767594	1632	0	-0.99558
CLDND2	1	0.26882	0.26846	0.570848	610	0	-0.99558	0.73118	0.7311	0.767594	1645	0	-0.99558
HAT1	1	0.26882	0.26846	0.570848	611	0	-0.99558	0.73118	0.7311	0.767594	1634	0	-0.99558
HHLA3	1	0.26882	0.26846	0.570848	612	0	-0.99558	0.73118	0.7311	0.767594	1639	0	-0.99558
LDLRAD1	1	0.26882	0.26846	0.570848	613	0	-0.99558	0.73118	0.7311	0.767594	1636	0	-0.99558
UBE3B	1	0.26882	0.26846	0.570848	614	0	-0.99558	0.73118	0.7311	0.767594	1633	0	-0.99558
PLEKHM1	1	0.26882	0.26846	0.570848	615	0	-0.99558	0.73118	0.7311	0.767594	1638	0	-0.99558
SSPN	1	0.26882	0.26846	0.570848	616	0	-0.99558	0.73118	0.7311	0.767594	1739	0	-0.99558
RAB11FIP1	1	0.26882	0.26846	0.570848	617	0	-0.99558	0.73118	0.7311	0.767594	1744	0	-0.99558
AARS2	1	0.26882	0.26846	0.570848	618	0	-0.99558	0.73118	0.7311	0.767594	1741	0	-0.99558
RAD51AP1	1	0.26882	0.26846	0.570848	619	0	-0.99558	0.73118	0.7311	0.767594	1738	0	-0.99558
CARD17	1	0.26882	0.26846	0.570848	620	0	-0.99558	0.73118	0.7311	0.767594	1743	0	-0.99558
USP15	1	0.26882	0.26846	0.570848	621	0	-0.99558	0.73118	0.7311	0.767594	1732	0	-0.99558
PKHD1L1	1	0.26882	0.26846	0.570848	622	0	-0.99558	0.73118	0.7311	0.767594	1745	0	-0.99558
PRAMEF13	1	0.26882	0.26846	0.570848	623	0	-0.99558	0.73118	0.7311	0.767594	1742	0	-0.99558
CTU2	1	0.26882	0.26846	0.570848	624	0	-0.99558	0.73118	0.7311	0.767594	1740	0	-0.99558
DDX46	1	0.26882	0.26846	0.570848	625	0	-0.99558	0.73118	0.7311	0.767594	1714	0	-0.99558
SULT2B1	1	0.26882	0.26846	0.570848	626	0	-0.99558	0.73118	0.7311	0.767594	1715	0	-0.99558
NSFL1C	1	0.26882	0.26846	0.570848	627	0	-0.99558	0.73118	0.7311	0.767594	1716	0	-0.99558
CLPX	1	0.26882	0.26846	0.570848	628	0	-0.99558	0.73118	0.7311	0.767594	1717	0	-0.99558
FAM175B	1	0.26882	0.26846	0.570848	629	0	-0.99558	0.73118	0.7311	0.767594	1718	0	-0.99558
BBC3	1	0.26882	0.26846	0.570848	630	0	-0.99558	0.73118	0.7311	0.767594	1719	0	-0.99558
LRRC25	1	0.26882	0.26846	0.570848	631	0	-0.99558	0.73118	0.7311	0.767594	1720	0	-0.99558
SALL3	1	0.26882	0.26846	0.570848	632	0	-0.99558	0.73118	0.7311	0.767594	1721	0	-0.99558
FAM194A	1	0.26882	0.26846	0.570848	633	0	-0.99558	0.73118	0.7311	0.767594	2108	0	-0.99558
KCNIP1	1	0.26882	0.26846	0.570848	634	0	-0.99558	0.73118	0.7311	0.767594	1751	0	-0.99558
SLC4A2	1	0.26882	0.26846	0.570848	635	0	-0.99558	0.73118	0.7311	0.767594	1752	0	-0.99558
TCF7L2	1	0.26882	0.26846	0.570848	636	0	-0.99558	0.73118	0.7311	0.767594	1753	0	-0.99558
AKR1B10	1	0.26882	0.26846	0.570848	637	0	-0.99558	0.73118	0.7311	0.767594	1754	0	-0.99558
GDF5	1	0.26882	0.26846	0.570848	638	0	-0.99558	0.73118	0.7311	0.767594	1771	0	-0.99558
CCL1	1	0.26882	0.26846	0.570848	639	0	-0.99558	0.73118	0.7311	0.767594	1772	0	-0.99558
NIPA1	1	0.26882	0.26846	0.570848	640	0	-0.99558	0.73118	0.7311	0.767594	1773	0	-0.99558
RHAG	1	0.26882	0.26846	0.570848	641	0	-0.99558	0.73118	0.7311	0.767594	1774	0	-0.99558
SDR9C7	1	0.26882	0.26846	0.570848	642	0	-0.99558	0.73118	0.7311	0.767594	1759	0	-0.99558
FEM1C	1	0.26882	0.26846	0.570848	643	0	-0.99558	0.73118	0.7311	0.767594	1760	0	-0.99558
BARHL2	1	0.26882	0.26846	0.570848	644	0	-0.99558	0.73118	0.7311	0.767594	1761	0	-0.99558
SLC2A6	1	0.26882	0.26846	0.570848	645	0	-0.99558	0.73118	0.7311	0.767594	1762	0	-0.99558
SH3KBP1	1	0.26882	0.26846	0.570848	646	0	-0.99558	0.73118	0.7311	0.767594	1747	0	-0.99558
DHX16	1	0.26882	0.26846	0.570848	647	0	-0.99558	0.73118	0.7311	0.767594	1748	0	-0.99558
ITGA3	1	0.26882	0.26846	0.570848	648	0	-0.99558	0.73118	0.7311	0.767594	1749	0	-0.99558
EDN2	1	0.26882	0.26846	0.570848	649	0	-0.99558	0.73118	0.7311	0.767594	1750	0	-0.99558
NKX2-5	1	0.26882	0.26846	0.570848	650	0	-0.99558	0.73118	0.7311	0.767594	1777	0	-0.99558
CCDC149	1	0.26882	0.26846	0.570848	651	0	-0.99558	0.73118	0.7311	0.767594	1768	0	-0.99558
AHCY	1	0.26882	0.26846	0.570848	652	0	-0.99558	0.73118	0.7311	0.767594	1811	0	-0.99558
DOPEY1	1	0.26882	0.26846	0.570848	653	0	-0.99558	0.73118	0.7311	0.767594	1770	0	-0.99558
PAQR5	1	0.26882	0.26846	0.570848	654	0	-0.99558	0.73118	0.7311	0.767594	1767	0	-0.99558
ANKRD10	1	0.26882	0.26846	0.570848	655	0	-0.99558	0.73118	0.7311	0.767594	1852	0	-0.99558
LTBP1	1	0.26882	0.26846	0.570848	656	0	-0.99558	0.73118	0.7311	0.767594	1853	0	-0.99558
TMED10	1	0.26882	0.26846	0.570848	657	0	-0.99558	0.73118	0.7311	0.767594	1854	0	-0.99558
ELF5	1	0.26882	0.26846	0.570848	658	0	-0.99558	0.73118	0.7311	0.767594	1855	0	-0.99558
XPC	1	0.26882	0.26846	0.570848	659	0	-0.99558	0.73118	0.7311	0.767594	1776	0	-0.99558
SUCNR1	1	0.26882	0.26846	0.570848	660	0	-0.99558	0.73118	0.7311	0.767594	1765	0	-0.99558
CD300LG	1	0.26882	0.26846	0.570848	661	0	-0.99558	0.73118	0.7311	0.767594	1778	0	-0.99558
ASB4	1	0.26882	0.26846	0.570848	662	0	-0.99558	0.73118	0.7311	0.767594	1775	0	-0.99558
GRIN2D	1	0.26882	0.26846	0.570848	663	0	-0.99558	0.73118	0.7311	0.767594	1764	0	-0.99558
EXTL2	1	0.26882	0.26846	0.570848	664	0	-0.99558	0.73118	0.7311	0.767594	1769	0	-0.99558
UBE2H	1	0.26882	0.26846	0.570848	665	0	-0.99558	0.73118	0.7311	0.767594	1766	0	-0.99558
TSHB	1	0.26882	0.26846	0.570848	666	0	-0.99558	0.73118	0.7311	0.767594	1763	0	-0.99558
RSC1A1	1	0.26882	0.26846	0.570848	667	0	-0.99558	0.73118	0.7311	0.767594	1786	0	-0.99558
DYRK1B	1	0.26882	0.26846	0.570848	668	0	-0.99558	0.73118	0.7311	0.767594	1783	0	-0.99558
PIAS1	1	0.26882	0.26846	0.570848	669	0	-0.99558	0.73118	0.7311	0.767594	1780	0	-0.99558
FCGR1A	1	0.26882	0.26846	0.570848	670	0	-0.99558	0.73118	0.7311	0.767594	1785	0	-0.99558
B4GALT5	1	0.26882	0.26846	0.570848	671	0	-0.99558	0.73118	0.7311	0.767594	1806	0	-0.99558
MPND	1	0.26882	0.26846	0.570848	672	0	-0.99558	0.73118	0.7311	0.767594	1803	0	-0.99558
PLEKHA5	1	0.26882	0.26846	0.570848	673	0	-0.99558	0.73118	0.7311	0.767594	1784	0	-0.99558
NODAL	1	0.26882	0.26846	0.570848	674	0	-0.99558	0.73118	0.7311	0.767594	1805	0	-0.99558
BOK	1	0.26882	0.26846	0.570848	675	0	-0.99558	0.73118	0.7311	0.767594	1794	0	-0.99558
HADHB	1	0.26882	0.26846	0.570848	676	0	-0.99558	0.73118	0.7311	0.767594	1791	0	-0.99558
DDX6	1	0.26882	0.26846	0.570848	677	0	-0.99558	0.73118	0.7311	0.767594	1788	0	-0.99558
RHOC	1	0.26882	0.26846	0.570848	678	0	-0.99558	0.73118	0.7311	0.767594	1793	0	-0.99558
MFSD2B	1	0.26882	0.26846	0.570848	679	0	-0.99558	0.73118	0.7311	0.767594	1782	0	-0.99558
TULP1	1	0.26882	0.26846	0.570848	680	0	-0.99558	0.73118	0.7311	0.767594	1779	0	-0.99558
AQP7	1	0.26882	0.26846	0.570848	681	0	-0.99558	0.73118	0.7311	0.767594	1792	0	-0.99558
RPAP3	1	0.26882	0.26846	0.570848	682	0	-0.99558	0.73118	0.7311	0.767594	1781	0	-0.99558
MYOF	1	0.26882	0.26846	0.570848	683	0	-0.99558	0.73118	0.7311	0.767594	1804	0	-0.99558
AADACL2	1	0.26882	0.26846	0.570848	684	0	-0.99558	0.73118	0.7311	0.767594	1799	0	-0.99558
PADI2	1	0.26882	0.26846	0.570848	685	0	-0.99558	0.73118	0.7311	0.767594	1800	0	-0.99558
ZNF780A	1	0.26882	0.26846	0.570848	686	0	-0.99558	0.73118	0.7311	0.767594	1801	0	-0.99558
LARP7	1	0.26882	0.26846	0.570848	687	0	-0.99558	0.73118	0.7311	0.767594	1802	0	-0.99558
TGS1	1	0.26882	0.26846	0.570848	688	0	-0.99558	0.73118	0.7311	0.767594	1755	0	-0.99558
MORF4L2	1	0.26882	0.26846	0.570848	689	0	-0.99558	0.73118	0.7311	0.767594	1756	0	-0.99558
INS	1	0.26882	0.26846	0.570848	690	0	-0.99558	0.73118	0.7311	0.767594	1757	0	-0.99558
FAM173B	1	0.26882	0.26846	0.570848	691	0	-0.99558	0.73118	0.7311	0.767594	1758	0	-0.99558
RREB1	1	0.26882	0.26846	0.570848	692	0	-0.99558	0.73118	0.7311	0.767594	1807	0	-0.99558
PHYHIPL	1	0.26882	0.26846	0.570848	693	0	-0.99558	0.73118	0.7311	0.767594	1808	0	-0.99558
CAMK2B	1	0.26882	0.26846	0.570848	694	0	-0.99558	0.73118	0.7311	0.767594	1809	0	-0.99558
SCN7A	1	0.26882	0.26846	0.570848	695	0	-0.99558	0.73118	0.7311	0.767594	1810	0	-0.99558
FXYD5	1	0.26882	0.26846	0.570848	696	0	-0.99558	0.73118	0.7311	0.767594	1795	0	-0.99558
ZSCAN10	1	0.26882	0.26846	0.570848	697	0	-0.99558	0.73118	0.7311	0.767594	1796	0	-0.99558
IL1RN	1	0.26882	0.26846	0.570848	698	0	-0.99558	0.73118	0.7311	0.767594	1797	0	-0.99558
SYNDIG1	1	0.26882	0.26846	0.570848	699	0	-0.99558	0.73118	0.7311	0.767594	1798	0	-0.99558
DDX47	1	0.26882	0.26846	0.570848	700	0	-0.99558	0.73118	0.7311	0.767594	1817	0	-0.99558
KLC3	1	0.26882	0.26846	0.570848	701	0	-0.99558	0.73118	0.7311	0.767594	1838	0	-0.99558
SOSTDC1	1	0.26882	0.26846	0.570848	702	0	-0.99558	0.73118	0.7311	0.767594	1819	0	-0.99558
FRS3	1	0.26882	0.26846	0.570848	703	0	-0.99558	0.73118	0.7311	0.767594	1816	0	-0.99558
CAPRIN1	1	0.26882	0.26846	0.570848	704	0	-0.99558	0.73118	0.7311	0.767594	1837	0	-0.99558
NRSN2	1	0.26882	0.26846	0.570848	705	0	-0.99558	0.73118	0.7311	0.767594	1842	0	-0.99558
OR51F2	1	0.26882	0.26846	0.570848	706	0	-0.99558	0.73118	0.7311	0.767594	1839	0	-0.99558
CCDC89	1	0.26882	0.26846	0.570848	707	0	-0.99558	0.73118	0.7311	0.767594	1836	0	-0.99558
HSPA8	1	0.26882	0.26846	0.570848	708	0	-0.99558	0.73118	0.7311	0.767594	1825	0	-0.99558
SWT1	1	0.26882	0.26846	0.570848	709	0	-0.99558	0.73118	0.7311	0.767594	1814	0	-0.99558
VPS29	1	0.26882	0.26846	0.570848	710	0	-0.99558	0.73118	0.7311	0.767594	1827	0	-0.99558
12-Sep	1	0.26882	0.26846	0.570848	711	0	-0.99558	0.73118	0.7311	0.767594	1824	0	-0.99558
CLDN25	1	0.26882	0.26846	0.570848	712	0	-0.99558	0.73118	0.7311	0.767594	1813	0	-0.99558
ASGR2	1	0.26882	0.26846	0.570848	713	0	-0.99558	0.73118	0.7311	0.767594	1818	0	-0.99558
CENPM	1	0.26882	0.26846	0.570848	714	0	-0.99558	0.73118	0.7311	0.767594	1815	0	-0.99558
CTSC	1	0.26882	0.26846	0.570848	715	0	-0.99558	0.73118	0.7311	0.767594	1812	0	-0.99558
TBC1D14	1	0.26882	0.26846	0.570848	716	0	-0.99558	0.73118	0.7311	0.767594	1843	0	-0.99558
BTN3A1	1	0.26882	0.26846	0.570848	717	0	-0.99558	0.73118	0.7311	0.767594	2006	0	-0.99558
PAOX	1	0.26882	0.26846	0.570848	718	0	-0.99558	0.73118	0.7311	0.767594	2167	0	-0.99558
SMAP1	1	0.26882	0.26846	0.570848	719	0	-0.99558	0.73118	0.7311	0.767594	1832	0	-0.99558
RRS1	1	0.26882	0.26846	0.570848	720	0	-0.99558	0.73118	0.7311	0.767594	1833	0	-0.99558
LIF	1	0.26882	0.26846	0.570848	721	0	-0.99558	0.73118	0.7311	0.767594	2168	0	-0.99558
WDHD1	1	0.26882	0.26846	0.570848	722	0	-0.99558	0.73118	0.7311	0.767594	2171	0	-0.99558
RCAN1	1	0.26882	0.26846	0.570848	723	0	-0.99558	0.73118	0.7311	0.767594	2166	0	-0.99558
NANS	1	0.26882	0.26846	0.570848	724	0	-0.99558	0.73118	0.7311	0.767594	2165	0	-0.99558
OR1A2	1	0.26882	0.26846	0.570848	725	0	-0.99558	0.73118	0.7311	0.767594	1830	0	-0.99558
CXXC5	1	0.26882	0.26846	0.570848	726	0	-0.99558	0.73118	0.7311	0.767594	1831	0	-0.99558
ADAT2	1	0.26882	0.26846	0.570848	727	0	-0.99558	0.73118	0.7311	0.767594	1840	0	-0.99558
TMEM164	1	0.26882	0.26846	0.570848	728	0	-0.99558	0.73118	0.7311	0.767594	1841	0	-0.99558
NUDCD2	1	0.26882	0.26846	0.570848	729	0	-0.99558	0.73118	0.7311	0.767594	1834	0	-0.99558
PARD6B	1	0.26882	0.26846	0.570848	730	0	-0.99558	0.73118	0.7311	0.767594	1835	0	-0.99558
PAN2	1	0.26882	0.26846	0.570848	731	0	-0.99558	0.73118	0.7311	0.767594	1828	0	-0.99558
WDR44	1	0.26882	0.26846	0.570848	732	0	-0.99558	0.73118	0.7311	0.767594	1829	0	-0.99558
PRKAR1B	1	0.26882	0.26846	0.570848	733	0	-0.99558	0.73118	0.7311	0.767594	1848	0	-0.99558
TPI1	1	0.26882	0.26846	0.570848	734	0	-0.99558	0.73118	0.7311	0.767594	1849	0	-0.99558
C2orf57	1	0.26882	0.26846	0.570848	735	0	-0.99558	0.73118	0.7311	0.767594	1850	0	-0.99558
SLC9B1	1	0.26882	0.26846	0.570848	736	0	-0.99558	0.73118	0.7311	0.767594	1851	0	-0.99558
UGT3A1	1	0.26882	0.26846	0.570848	737	0	-0.99558	0.73118	0.7311	0.767594	1868	0	-0.99558
NEU1	1	0.26882	0.26846	0.570848	738	0	-0.99558	0.73118	0.7311	0.767594	1869	0	-0.99558
XKR6	1	0.26882	0.26846	0.570848	739	0	-0.99558	0.73118	0.7311	0.767594	1870	0	-0.99558
SLC16A5	1	0.26882	0.26846	0.570848	740	0	-0.99558	0.73118	0.7311	0.767594	1871	0	-0.99558
BCO2	1	0.26882	0.26846	0.570848	741	0	-0.99558	0.73118	0.7311	0.767594	1856	0	-0.99558
ZNF354B	1	0.26882	0.26846	0.570848	742	0	-0.99558	0.73118	0.7311	0.767594	1857	0	-0.99558
IGFBP4	1	0.26882	0.26846	0.570848	743	0	-0.99558	0.73118	0.7311	0.767594	1858	0	-0.99558
CDC14B	1	0.26882	0.26846	0.570848	744	0	-0.99558	0.73118	0.7311	0.767594	1859	0	-0.99558
TNNT1	1	0.26882	0.26846	0.570848	745	0	-0.99558	0.73118	0.7311	0.767594	1844	0	-0.99558
MAPKAP1	1	0.26882	0.26846	0.570848	746	0	-0.99558	0.73118	0.7311	0.767594	1845	0	-0.99558
SNAPIN	1	0.26882	0.26846	0.570848	747	0	-0.99558	0.73118	0.7311	0.767594	1846	0	-0.99558
MAN2B1	1	0.26882	0.26846	0.570848	748	0	-0.99558	0.73118	0.7311	0.767594	1847	0	-0.99558
EVL	1	0.26882	0.26846	0.570848	749	0	-0.99558	0.73118	0.7311	0.767594	1874	0	-0.99558
GRIP1	1	0.26882	0.26846	0.570848	750	0	-0.99558	0.73118	0.7311	0.767594	1865	0	-0.99558
ACTB	1	0.26882	0.26846	0.570848	751	0	-0.99558	0.73118	0.7311	0.767594	1822	0	-0.99558
BAIAP2	1	0.26882	0.26846	0.570848	752	0	-0.99558	0.73118	0.7311	0.767594	1867	0	-0.99558
NCKAP5	1	0.26882	0.26846	0.570848	753	0	-0.99558	0.73118	0.7311	0.767594	1864	0	-0.99558
COQ2	1	0.26882	0.26846	0.570848	754	0	-0.99558	0.73118	0.7311	0.767594	1821	0	-0.99558
VPS13C	1	0.26882	0.26846	0.570848	755	0	-0.99558	0.73118	0.7311	0.767594	1826	0	-0.99558
C10orf125	1	0.26882	0.26846	0.570848	756	0	-0.99558	0.73118	0.7311	0.767594	1823	0	-0.99558
LIAS	1	0.26882	0.26846	0.570848	757	0	-0.99558	0.73118	0.7311	0.767594	1820	0	-0.99558
MAGEC3	1	0.26882	0.26846	0.570848	758	0	-0.99558	0.73118	0.7311	0.767594	1873	0	-0.99558
IRAK2	1	0.26882	0.26846	0.570848	759	0	-0.99558	0.73118	0.7311	0.767594	1862	0	-0.99558
TBX21	1	0.26882	0.26846	0.570848	760	0	-0.99558	0.73118	0.7311	0.767594	1875	0	-0.99558
FAM104A	1	0.26882	0.26846	0.570848	761	0	-0.99558	0.73118	0.7311	0.767594	1872	0	-0.99558
SSTR5	1	0.26882	0.26846	0.570848	762	0	-0.99558	0.73118	0.7311	0.767594	1861	0	-0.99558
MEIS2	1	0.26882	0.26846	0.570848	763	0	-0.99558	0.73118	0.7311	0.767594	1866	0	-0.99558
DAB2IP	1	0.26882	0.26846	0.570848	764	0	-0.99558	0.73118	0.7311	0.767594	1863	0	-0.99558
BNIP2	1	0.26882	0.26846	0.570848	765	0	-0.99558	0.73118	0.7311	0.767594	1860	0	-0.99558
C16orf62	1	0.26882	0.26846	0.570848	766	0	-0.99558	0.73118	0.7311	0.767594	1787	0	-0.99558
ZSCAN30	1	0.26882	0.26846	0.570848	767	0	-0.99558	0.73118	0.7311	0.767594	1878	0	-0.99558
ANKRD23	1	0.26882	0.26846	0.570848	768	0	-0.99558	0.73118	0.7311	0.767594	1883	0	-0.99558
PAM	1	0.26882	0.26846	0.570848	769	0	-0.99558	0.73118	0.7311	0.767594	1880	0	-0.99558
PQLC2	1	0.26882	0.26846	0.570848	770	0	-0.99558	0.73118	0.7311	0.767594	1877	0	-0.99558
EXOSC3	1	0.26882	0.26846	0.570848	771	0	-0.99558	0.73118	0.7311	0.767594	1882	0	-0.99558
TNPO2	1	0.26882	0.26846	0.570848	772	0	-0.99558	0.73118	0.7311	0.767594	1903	0	-0.99558
SLC7A14	1	0.26882	0.26846	0.570848	773	0	-0.99558	0.73118	0.7311	0.767594	1884	0	-0.99558
PER2	1	0.26882	0.26846	0.570848	774	0	-0.99558	0.73118	0.7311	0.767594	1881	0	-0.99558
DNAJC13	1	0.26882	0.26846	0.570848	775	0	-0.99558	0.73118	0.7311	0.767594	1886	0	-0.99558
SETD7	1	0.26882	0.26846	0.570848	776	0	-0.99558	0.73118	0.7311	0.767594	1891	0	-0.99558
PTPN18	1	0.26882	0.26846	0.570848	777	0	-0.99558	0.73118	0.7311	0.767594	1888	0	-0.99558
OR2T8	1	0.26882	0.26846	0.570848	778	0	-0.99558	0.73118	0.7311	0.767594	1885	0	-0.99558
EHMT2	1	0.26882	0.26846	0.570848	779	0	-0.99558	0.73118	0.7311	0.767594	1890	0	-0.99558
MCF2	1	0.26882	0.26846	0.570848	780	0	-0.99558	0.73118	0.7311	0.767594	1879	0	-0.99558
KIAA0284	1	0.26882	0.26846	0.570848	781	0	-0.99558	0.73118	0.7311	0.767594	1892	0	-0.99558
PGBD2	1	0.26882	0.26846	0.570848	782	0	-0.99558	0.73118	0.7311	0.767594	1889	0	-0.99558
YAE1D1	1	0.26882	0.26846	0.570848	783	0	-0.99558	0.73118	0.7311	0.767594	1904	0	-0.99558
PCDH19	1	0.26882	0.26846	0.570848	784	0	-0.99558	0.73118	0.7311	0.767594	1899	0	-0.99558
LRP8	1	0.26882	0.26846	0.570848	785	0	-0.99558	0.73118	0.7311	0.767594	1900	0	-0.99558
FLT4	1	0.26882	0.26846	0.570848	786	0	-0.99558	0.73118	0.7311	0.767594	1893	0	-0.99558
LYL1	1	0.26882	0.26846	0.570848	787	0	-0.99558	0.73118	0.7311	0.767594	1894	0	-0.99558
C18orf21	1	0.26882	0.26846	0.570848	788	0	-0.99558	0.73118	0.7311	0.767594	1941	0	-0.99558
SMG5	1	0.26882	0.26846	0.570848	789	0	-0.99558	0.73118	0.7311	0.767594	1984	0	-0.99558
ZFP64	1	0.26882	0.26846	0.570848	790	0	-0.99558	0.73118	0.7311	0.767594	1897	0	-0.99558
PEX19	1	0.26882	0.26846	0.570848	791	0	-0.99558	0.73118	0.7311	0.767594	1898	0	-0.99558
BAG4	1	0.26882	0.26846	0.570848	792	0	-0.99558	0.73118	0.7311	0.767594	1907	0	-0.99558
PCDH7	1	0.26882	0.26846	0.570848	793	0	-0.99558	0.73118	0.7311	0.767594	1908	0	-0.99558
PIK3CD	1	0.26882	0.26846	0.570848	794	0	-0.99558	0.73118	0.7311	0.767594	1901	0	-0.99558
TBC1D30	1	0.26882	0.26846	0.570848	795	0	-0.99558	0.73118	0.7311	0.767594	1902	0	-0.99558
PRAMEF16	1	0.26882	0.26846	0.570848	796	0	-0.99558	0.73118	0.7311	0.767594	1895	0	-0.99558
GPN3	1	0.26882	0.26846	0.570848	797	0	-0.99558	0.73118	0.7311	0.767594	1896	0	-0.99558
COMT	1	0.26882	0.26846	0.570848	798	0	-0.99558	0.73118	0.7311	0.767594	1905	0	-0.99558
ADAMTSL4	1	0.26882	0.26846	0.570848	799	0	-0.99558	0.73118	0.7311	0.767594	1906	0	-0.99558
KRTAP26-1	1	0.26882	0.26846	0.570848	800	0	-0.99558	0.73118	0.7311	0.767594	1909	0	-0.99558
TMEM127	1	0.26882	0.26846	0.570848	801	0	-0.99558	0.73118	0.7311	0.767594	1910	0	-0.99558
LUZP1	1	0.26882	0.26846	0.570848	802	0	-0.99558	0.73118	0.7311	0.767594	1911	0	-0.99558
GPR161	1	0.26882	0.26846	0.570848	803	0	-0.99558	0.73118	0.7311	0.767594	1912	0	-0.99558
CLDN2	1	0.26882	0.26846	0.570848	804	0	-0.99558	0.73118	0.7311	0.767594	1913	0	-0.99558
APLP1	1	0.26882	0.26846	0.570848	805	0	-0.99558	0.73118	0.7311	0.767594	1914	0	-0.99558
BAZ1A	1	0.26882	0.26846	0.570848	806	0	-0.99558	0.73118	0.7311	0.767594	1915	0	-0.99558
ADAMTS14	1	0.26882	0.26846	0.570848	807	0	-0.99558	0.73118	0.7311	0.767594	1916	0	-0.99558
SPIN1	1	0.26882	0.26846	0.570848	808	0	-0.99558	0.73118	0.7311	0.767594	1917	0	-0.99558
SH3TC2	1	0.26882	0.26846	0.570848	809	0	-0.99558	0.73118	0.7311	0.767594	1918	0	-0.99558
UFSP1	1	0.26882	0.26846	0.570848	810	0	-0.99558	0.73118	0.7311	0.767594	1919	0	-0.99558
PRB4	1	0.26882	0.26846	0.570848	811	0	-0.99558	0.73118	0.7311	0.767594	1920	0	-0.99558
ASB6	1	0.26882	0.26846	0.570848	812	0	-0.99558	0.73118	0.7311	0.767594	1921	0	-0.99558
PAPD4	1	0.26882	0.26846	0.570848	813	0	-0.99558	0.73118	0.7311	0.767594	1922	0	-0.99558
KRTAP9-3	1	0.26882	0.26846	0.570848	814	0	-0.99558	0.73118	0.7311	0.767594	1923	0	-0.99558
GCNT2	1	0.26882	0.26846	0.570848	815	0	-0.99558	0.73118	0.7311	0.767594	1924	0	-0.99558
IL20RB	1	0.26882	0.26846	0.570848	816	0	-0.99558	0.73118	0.7311	0.767594	1935	0	-0.99558
FAM104B	1	0.26882	0.26846	0.570848	817	0	-0.99558	0.73118	0.7311	0.767594	1926	0	-0.99558
GSTCD	1	0.26882	0.26846	0.570848	818	0	-0.99558	0.73118	0.7311	0.767594	1931	0	-0.99558
PBOV1	1	0.26882	0.26846	0.570848	819	0	-0.99558	0.73118	0.7311	0.767594	1928	0	-0.99558
ETHE1	1	0.26882	0.26846	0.570848	820	0	-0.99558	0.73118	0.7311	0.767594	1925	0	-0.99558
